"Rec, num","1, Basic fuel injection pulse width (ms)","2, Coolant temperature (??C)","3, Engine speed (RPM)","4, Front oxygen voltage signal (V)","5, Ignition advance angle (Grad kw)","6, Ignition angle delayed degree due to knocking (Grad kw)"
1203,"2,41",88,"796,5","0,595","4,5",0
1204,"2,37",88,"815,5","0,24","4,5",0
1205,"2,4",89,"801,5","0,145",4,0
1206,"2,41",89,"798,25","0,66","4,5",0
1207,"2,37",89,"817,5","0,355","4,5",0
1208,"2,4",89,794,"0,225","4,5",0
1209,"2,37",89,812,"0,625",4,0
1210,"2,4",89,"800,25","0,12","4,5",0
1211,"2,37",89,812,"0,655",4,0
1212,"2,4",89,"817,5","0,265","4,5",0
1213,"2,38",89,"804,5","0,715","4,5",0
1214,"2,4",89,"785,5","0,54","4,5",0
1215,"2,4",89,"801,5","0,13",4,0
1216,"2,33",89,"820,75","0,65","4,5",0
1217,"2,38",89,"800,5","0,18",4,0
1218,"2,37",89,"792,5","0,675",5,0
1219,"2,4",89,"803,25","0,145","4,5",0
1220,"2,35",89,805,"0,675","4,5",0
1221,"2,4",89,"807,25","0,135","4,5",0
1222,"2,37",89,"805,5","0,67","4,5",0
1223,"2,38",89,"820,75","0,145","4,5",0
1224,"2,37",89,804,"0,645","4,5",0
1225,"2,35",89,"808,25","0,555","4,5",0
1226,"2,35",89,"804,5","0,29","4,5",0
1227,"2,44",89,"788,75","0,545","5,5",0
1228,"2,37",90,"806,25","0,71","4,5",0
1229,"2,38",90,"791,75","0,52","2,5",0
1230,"2,33",90,819,"0,64","4,5",0
1231,"2,4",90,"799,5","0,25","5,5",0
1232,"2,35",90,811,"0,685","4,5",0
1233,"2,37",90,"804,5","0,13","4,5",0
1234,"2,37",90,"792,25","0,68","4,5",0
1235,"2,38",90,"801,25","0,145","4,5",0
1236,"2,37",90,"815,25","0,68","5,5",0
1237,"2,38",90,"817,25","0,27","4,5",0
1238,"2,37",90,804,"0,635","3,5",0
1239,"2,38",90,"797,25","0,14",3,0
1240,"2,4",90,"811,25","0,625","4,5",0
1241,"2,37",90,"807,25","0,54","4,5",0
1242,"2,4",90,795,"0,32","4,5",0
1243,"2,35",90,"801,5","0,675",3,0
1244,"2,4",90,781,"0,22","4,5",0
1245,"2,37",90,806,"0,645","4,5",0
1246,"2,38",90,"793,5","0,135","4,5",0
1247,"2,35",90,807,"0,665","4,5",0
1248,"2,37",90,"803,25","0,145",4,0
1249,"2,38",90,"813,75","0,49","4,5",0
1250,"2,35",90,"788,5","0,37",3,0
1251,"2,37",90,"801,5","0,225",3,0
1252,"2,4",90,808,"0,175","4,5",0
1253,"2,35",90,"807,5","0,715",4,0
1254,"2,4",90,"780,25","0,275","5,5",0
1255,"2,33",90,"806,5","0,695","4,5",0
1256,"2,4",90,"783,25","0,15","4,5",0
1257,"2,38",90,808,"0,525","4,5",0
1258,"2,37",90,"798,25","0,45","4,5",0
1259,"2,44",90,793,"0,645","6,5",0
1260,"2,37",90,806,"0,695",4,0
1261,"2,4",90,"783,5","0,14","4,5",0
1262,"2,35",91,"804,5","0,665","4,5",0
1263,"2,4",91,804,"0,17",2,0
1264,"2,38",91,"804,5","0,695",5,0
1265,"2,37",91,"813,75","0,65","4,5",0
1266,"2,4",91,"806,25","0,165","4,5",0
1267,"2,35",91,"814,75","0,65","4,5",0
1268,"2,35",91,"809,25","0,27","4,5",0
1269,"2,37",91,"794,25","0,65","4,5",0
1270,"2,37",91,794,"0,505","4,5",0
1271,"2,41",91,"790,75","0,575","4,5",0
1272,"2,37",91,811,"0,29",4,0
1273,"2,4",91,"810,75","0,655","4,5",0
1274,"2,37",91,"804,25","0,66","4,5",0
1275,"2,4",91,804,"0,155","4,5",0
1276,"2,4",91,"805,25","0,49","4,5",0
1277,"2,4",91,"796,5","0,625","4,5",0
1278,"2,41",91,"791,75","0,575","4,5",0
1279,"2,41",91,814,"0,605","4,5",0
1280,"2,37",91,"807,5","0,7","4,5",0
1281,"2,4",91,808,"0,14",4,0
1282,"2,37",91,"810,25","0,7","4,5",0
1283,"2,44",91,"786,75","0,37","4,5",0
1284,"2,38",92,"817,5","0,68","4,5",0
1285,"2,38",92,"802,5","0,23","4,5",0
1286,"2,4",92,"795,5","0,635","4,5",0
1287,"2,4",92,"805,5","0,13","4,5",0
1288,"2,35",92,814,"0,65","4,5",0
1289,"2,43",92,806,"0,155",6,0
1290,"2,38",92,"814,75","0,71","4,5",0
1291,"2,4",92,"801,5","0,34","4,5",0
1292,"2,37",92,"803,5","0,705",4,0
1293,"2,37",92,"799,25","0,69","4,5",0
1294,"2,4",92,"806,5","0,435","3,5",0
1295,"2,37",92,"822,25","0,665","3,5",0
1296,"2,4",92,"784,25","0,59","4,5",0
1297,"2,38",92,"816,25","0,575","4,5",0
1298,"2,4",92,"805,25","0,61","4,5",0
1299,"2,35",92,"807,5","0,69",4,0
1300,"2,4",92,799,"0,57","4,5",0
1301,"2,37",92,806,"0,69","4,5",0
1302,"2,4",92,798,"0,13","4,5",0
1303,"2,37",92,"807,25","0,685","4,5",0
1304,"2,4",92,"800,5","0,125","4,5",0
1305,"2,35",92,804,"0,7","4,5",0
1306,"2,37",92,"807,5","0,26","3,5",0
1307,"2,37",93,"783,25","0,67","4,5",0
1308,"2,38",93,"796,25","0,33","4,5",0
1309,"2,38",93,"808,25","0,145","4,5",0
1310,"2,37",93,"802,25","0,505","4,5",0
1311,"2,37",93,797,"0,635","4,5",0
1312,"2,4",93,"796,5","0,14","4,5",0
1313,"2,35",93,"803,25","0,705","4,5",0
1314,"2,38",93,"800,5","0,145",4,0
1315,"2,38",93,790,"0,68",5,0
1316,"2,35",93,"806,5","0,64","4,5",0
1317,"2,4",93,811,"0,185","4,5",0
1318,"2,35",93,803,"0,715","4,5",0
1319,"2,4",93,"788,5","0,16","4,5",0
1320,"2,37",93,804,"0,725","4,5",0
1321,"2,37",93,"805,25","0,4","4,5",0
1322,"2,33",93,"801,25","0,69","4,5",0
1323,"2,37",93,806,"0,24","4,5",0
1324,"2,3",93,"813,5","0,655","4,5",0
1325,"2,38",93,789,"0,15","4,5",0
1326,"2,38",93,"796,25","0,57","4,5",0
1327,"2,37",93,"807,25","0,135","3,5",0
1328,"2,4",93,"804,5","0,655","5,5",0
1329,"2,33",93,"811,25","0,7","3,5",0
1330,"2,38",93,"797,25","0,15","4,5",0
1331,"2,37",93,"805,5","0,675","4,5",0
1332,"2,33",93,"802,25","0,6",3,0
1333,"2,4",93,796,"0,435",5,0
1334,"2,35",94,810,"0,69",3,0
1335,"2,4",94,781,"0,165","4,5",0
1336,"2,4",94,801,"0,65",5,0
1337,"2,35",94,"809,75","0,665","4,5",0
1338,"2,4",94,800,"0,16","4,5",0
1339,"2,38",94,"824,5","0,635","4,5",0
1340,"2,33",94,"812,75","0,63","4,5",0
1341,"2,4",94,"783,25","0,15","4,5",0
1342,"2,35",94,"811,25","0,715","4,5",0
1343,"2,38",94,"806,25","0,425","4,5",0
1344,"2,35",94,"791,75","0,595","4,5",0
1345,"2,35",94,"798,25","0,13","4,5",0
1346,"2,35",94,"810,75","0,495",4,0
1347,"2,33",94,"808,75","0,28",4,0
1348,"2,37",94,"798,25","0,68","5,5",0
1349,"2,37",94,"811,25","0,195","2,5",0
1350,"2,35",94,797,"0,65","4,5",0
1351,"2,33",94,"804,25","0,565","4,5",0
1352,"2,41",94,"789,75","0,665",6,0
1353,"2,35",94,"798,5","0,685","4,5",0
1354,"2,35",94,"813,5","0,115","3,5",0
1355,"2,33",94,810,"0,6","4,5",0
1356,"2,38",94,"810,75","0,19",4,0
1357,"2,35",94,"814,5","0,705","4,5",0
1358,"2,4",94,806,"0,23","4,5",0
1359,"2,37",94,"802,25","0,7","4,5",0
1360,"2,37",94,788,"0,215","4,5",0
1361,"2,35",94,797,"0,68","6,5",0
1362,"2,35",94,799,"0,655","4,5",0
1363,"2,37",94,"820,5","0,135","4,5",0
1364,"2,35",94,"809,25","0,615",3,0
1365,"2,38",94,814,"0,48",3,0
1366,"2,35",94,"808,75","0,215","3,5",0
1367,"2,35",94,797,"0,67",4,0
1368,"2,37",94,"810,75","0,41","4,5",0
1369,"2,4",94,"794,25","0,62","4,5",0
1370,"2,37",94,"815,25","0,18","4,5",0
1371,"2,37",94,"792,25","0,57","4,5",0
1372,"2,29",94,"808,25","0,305","4,5",0
1373,"2,4",94,"803,5","0,6","4,5",0
1374,"2,37",94,"802,5","0,705","4,5",0
1375,"2,38",94,"807,25","0,415","4,5",0
1376,"2,33",94,"810,25","0,705",3,0
1377,"2,47",94,809,"0,1","4,5",0
1378,"2,49",95,"810,25","0,105","3,5",0
1379,"2,49",95,"819,25","0,13",3,0
1380,"2,47",95,"807,25","0,63",4,0
1381,"2,52",95,"806,25","0,52","4,5",0
1382,"2,46",95,808,"0,7","3,5",0
1383,"2,47",95,"809,25","0,635","4,5",0
1384,"2,47",95,795,"0,67","4,5",0
1385,"2,53",95,"801,5","0,575","4,5",0
1386,"2,47",95,805,"0,73","4,5",0
1387,"2,53",95,"795,25","0,13","6,5",0
1388,"2,47",95,802,"0,705",3,0
1389,"2,5",95,805,"0,125",4,0
1390,"2,52",95,"809,75","0,19","4,5",0
1391,"2,52",95,811,"0,625","4,5",0
1392,"2,49",95,"804,25","0,45","4,5",0
1393,"2,52",95,"807,5","0,15","4,5",0
1394,"2,46",94,"804,25","0,665",4,0
1395,"2,5",94,807,"0,295","4,5",0
1396,"2,49",94,"811,25","0,68","4,5",0
1397,"2,5",94,"796,5","0,535","4,5",0
1398,"2,52",94,"812,5","0,315","4,5",0
1399,"2,49",94,"808,25","0,595","4,5",0
1400,"2,55",94,"794,5","0,605",5,0
1401,"2,52",93,"790,25","0,455",5,0
1402,"2,56",93,810,"0,25","4,5",0
1403,"2,52",93,"815,5","0,15","4,5",0
1404,"2,52",93,786,"0,68","4,5",0
1405,"2,52",93,"810,25","0,56","4,5",0
1406,"2,53",92,"812,5","0,61","5,5",0
1407,"2,55",92,791,"0,605","4,5",0
1408,"2,49",92,806,"0,63","4,5",0
1409,"2,53",92,"796,5","0,19","4,5",0
1410,"2,5",92,"813,5","0,645","4,5",0
1411,"2,5",91,812,"0,71",4,0
1412,"2,53",91,"803,5","0,135","4,5",0
1413,"2,5",91,"799,5","0,19","2,5",0
1414,"2,33",91,"815,75","0,71","4,5",0
1415,"2,4",90,811,"0,715","4,5",0
1416,"2,4",90,"791,25","0,73","4,5",0
1417,"2,37",90,"814,5","0,665","3,5",0
1418,"2,38",90,799,"0,635","4,5",0
1419,"2,4",89,808,"0,59","4,5",0
1420,"2,4",89,"802,25","0,155","4,5",0
1421,"2,41",89,"818,75","0,37","3,5",0
1422,"2,38",89,"804,25","0,62","4,5",0
1423,"2,38",88,"813,5","0,665","4,5",0
1424,"2,38",88,"790,75","0,325","4,5",0
1425,"2,38",88,"807,5","0,685","4,5",0
1426,"2,4",88,"815,5","0,38","4,5",0
1427,"2,4",88,796,"0,625","4,5",0
1428,"2,41",88,"810,75","0,355","4,5",0
1429,"2,38",88,"808,75","0,685","4,5",0
1430,"2,41",88,814,"0,26","4,5",0
1431,"2,37",88,"814,75","0,7",4,0
1432,"2,41",88,"796,25","0,14","4,5",0
1433,"2,38",88,794,"0,655","4,5",0
1434,"2,43",88,788,"0,12","4,5",0
1435,"2,4",88,"811,25","0,655","4,5",0
1436,"2,38",88,"816,25","0,66","4,5",0
1437,"2,38",88,805,"0,645","4,5",0
1438,"2,41",88,"790,75","0,185","4,5",0
1439,"2,37",88,"809,75","0,7","4,5",0
1440,"2,38",88,787,"0,435","4,5",0
1441,"2,41",88,"798,25","0,63","4,5",0
1442,"2,38",88,"808,75","0,15","4,5",0
1443,"2,38",88,"802,25","0,7","4,5",0
1444,"2,38",88,"794,5","0,575","4,5",0
1445,"2,38",88,807,"0,13","4,5",0
1446,"2,41",88,"802,5","0,19",6,0
1447,"2,38",88,806,"0,71","4,5",0
1448,"2,4",88,"806,5","0,475","4,5",0
1449,"2,37",88,807,"0,68","4,5",0
1450,"2,41",88,"787,75","0,14","4,5",0
1451,"2,38",88,"814,5","0,67","4,5",0
1452,"2,41",88,"798,25","0,58",6,0
1453,"2,41",88,"808,75","0,37","4,5",0
1454,"2,4",88,"791,75","0,615","5,5",0
1455,"2,41",88,805,"0,355","4,5",0
1456,"2,38",88,"808,25","0,58","3,5",0
1457,"2,4",88,"802,5","0,645","4,5",0
1458,"2,4",88,"806,5","0,17","4,5",0
1459,"2,43",88,"799,25","0,15","4,5",0
1460,"2,38",88,"812,75","0,64","4,5",0
1461,"2,41",88,"811,25","0,145","4,5",0
1462,"2,38",88,"806,5","0,66","4,5",0
1463,"2,41",88,"800,25","0,15",4,0
1464,"2,4",88,810,"0,53","2,5",0
1465,"2,41",88,"806,5","0,23","4,5",0
1466,"2,38",89,"820,75","0,69","4,5",0
1467,"2,38",89,799,"0,335","4,5",0
1468,"2,4",89,802,"0,43",4,0
1469,"2,38",89,"807,25","0,305","4,5",0
1470,"2,38",89,"806,25","0,685",4,0
1471,"2,4",89,791,"0,135","4,5",0
1472,"2,38",89,"802,25","0,165",4,0
1473,"2,4",89,"790,25","0,13",4,0
1474,"2,35",89,"805,5","0,515",2,0
1475,"2,4",89,"807,5","0,305","4,5",0
1476,"2,37",89,"802,25","0,685","4,5",0
1477,"2,41",89,798,"0,18","5,5",0
1478,"2,35",89,818,"0,715","4,5",0
1479,"2,38",89,797,"0,115","4,5",0
1480,"2,35",89,"812,5","0,695","4,5",0
1481,"2,38",89,799,"0,43","4,5",0
1482,"2,38",89,793,"0,675","4,5",0
1483,"2,41",89,805,"0,605","4,5",0
1484,"2,37",89,796,"0,715","3,5",0
1485,"2,4",89,"797,25","0,58","4,5",0
1486,"2,35",89,"810,25","0,585","4,5",0
1487,"2,41",90,805,"0,26","5,5",0
1488,"2,38",90,"805,5","0,705","4,5",0
1489,"2,41",90,812,"0,54","4,5",0
1490,"2,37",90,"821,75","0,71","2,5",0
1491,"2,41",90,"797,25","0,16","4,5",0
1492,"2,43",90,"796,25","0,645","4,5",0
1493,"2,41",90,810,"0,155",4,0
1494,"2,38",90,"814,5","0,585",3,0
1495,"2,41",90,"818,25","0,235",4,0
1496,"2,38",90,811,"0,68","4,5",0
1497,"2,4",90,"805,25","0,325",4,0
1498,"2,35",90,"813,5","0,685","3,5",0
1499,"2,38",90,"814,75","0,145",4,0
1500,"2,35",90,"804,25","0,69","4,5",0
1501,"2,4",90,"814,75","0,15",4,0
1502,"2,35",90,"794,25","0,625","3,5",0
1503,"2,41",90,"810,75","0,495","4,5",0
1504,"2,35",90,"822,5","0,7","4,5",0
1505,"2,38",90,"815,25","0,345","4,5",0
1506,"2,37",90,"789,25","0,445","2,5",0
1507,"2,35",90,"793,25","0,63","4,5",0
1508,"2,35",90,797,"0,205","3,5",0
1509,"2,4",90,"818,75","0,625","4,5",0
1510,"2,38",90,"793,25","0,265","4,5",0
1511,"2,4",90,808,"0,66","4,5",0
1512,"2,37",90,"805,25","0,355",4,0
1513,"2,38",90,"815,75","0,64","4,5",0
1514,"2,35",90,"805,5","0,695","4,5",0
1515,"2,4",90,810,"0,55","4,5",0
1516,"2,38",90,"812,75","0,63","4,5",0
1517,"2,38",91,"791,75","0,3","4,5",0
1518,"2,35",91,"815,5","0,14","4,5",0
1519,"2,43",91,"786,75","0,135","4,5",0
1520,"2,38",91,"819,75","0,735","4,5",0
1521,"2,37",91,"802,25","0,525","4,5",0
1522,"2,37",91,"794,5","0,64","3,5",0
1523,"2,38",91,806,"0,12","4,5",0
1524,"2,35",91,"810,75","0,16",4,0
1525,"2,35",91,807,"0,605","4,5",0
1526,"2,29",91,"797,25","0,185",2,0
1527,"2,41",91,"794,25","0,575",5,0
1528,"2,35",91,"822,25","0,645","2,5",0
1529,"2,41",91,791,"0,275","4,5",0
1530,"2,37",91,"817,25","0,72",4,0
1531,"2,41",91,"805,25","0,13",3,0
1532,"2,38",91,"789,75","0,69","4,5",0
1533,"2,38",91,797,"0,41","4,5",0
1534,"2,29",91,"809,25","0,42",4,0
1535,"2,4",91,"791,75","0,125","4,5",0
1536,"2,37",91,814,"0,605","4,5",0
1537,"2,33",91,"798,25","0,14",4,0
1538,"2,35",91,"808,75","0,345","4,5",0
1539,"2,4",92,"809,75","0,355","4,5",0
1540,"2,33",92,"800,25","0,705","4,5",0
1541,"2,35",92,807,"0,695","4,5",0
1542,"2,38",92,799,"0,22","4,5",0
1543,"2,4",92,787,"0,605","4,5",0
1544,"2,3",92,806,"0,695","4,5",0
1545,"2,35",92,"802,5","0,125","4,5",0
1546,"2,4",92,793,"0,65","5,5",0
1547,"2,38",92,"797,25","0,695",5,0
1548,"2,38",92,"820,5","0,6","4,5",0
1549,"2,35",92,818,"0,37","4,5",0
1550,"2,37",92,"806,5","0,39","4,5",0
1551,"2,4",92,"806,5","0,31","4,5",0
1552,"2,37",92,"816,25","0,68","4,5",0
1553,"2,4",92,"804,5","0,175",4,0
1554,"2,35",92,809,"0,695","4,5",0
1555,"2,38",92,"805,25","0,145","4,5",0
1556,"2,37",92,"803,5","0,665","4,5",0
1557,"2,41",92,"778,75","0,55","5,5",0
1558,"2,38",92,"792,5","0,68","4,5",0
1559,"2,38",92,"798,25","0,42","4,5",0
1560,"2,38",93,"808,75","0,67","4,5",0
1561,"2,38",93,805,"0,285","4,5",0
1562,"2,38",93,"812,75","0,665","4,5",0
1563,"2,37",93,"805,5","0,51","4,5",0
1564,"2,3",93,"808,25","0,66",4,0
1565,"2,38",93,803,"0,16","4,5",0
1566,"2,4",93,"802,25","0,515","4,5",0
1567,"2,35",93,813,"0,665","4,5",0
1568,"2,41",93,796,"0,49","4,5",0
1569,"2,4",93,817,"0,675","4,5",0
1570,"2,3",93,"824,5","0,715","3,5",0
1571,"2,4",93,794,"0,455","4,5",0
1572,"2,37",93,801,"0,715","4,5",0
1573,"2,4",93,"791,25","0,575","4,5",0
1574,"2,41",93,"796,25","0,625","4,5",0
1575,"2,37",93,"809,75","0,645",4,0
1576,"2,38",93,"807,25","0,14","4,5",0
1577,"2,37",93,"804,25","0,71","4,5",0
1578,"2,35",93,"798,25","0,135",4,0
1579,"2,3",93,"807,25","0,685",4,0
1580,"2,41",93,"784,5","0,12","5,5",0
1581,"2,3",93,"815,5","0,71","4,5",0
1582,"2,38",93,"793,25","0,435",5,0
1583,"2,37",93,806,"0,695","4,5",0
1584,"2,35",93,808,"0,57","4,5",0
1585,"2,4",93,"794,25","0,215","4,5",0
1586,"2,37",94,"804,25","0,705","4,5",0
1587,"2,38",93,"806,5","0,255","3,5",0
1588,"2,35",94,"807,5","0,665","4,5",0
1589,"2,41",94,"795,25","0,13","4,5",0
1590,"2,38",94,"813,5","0,735","4,5",0
1591,"2,38",94,793,"0,645","4,5",0
1592,"2,35",94,"808,75","0,65","3,5",0
1593,"2,37",94,799,"0,225","4,5",0
1594,"2,37",94,"804,25","0,69",4,0
1595,"2,38",94,802,"0,17","4,5",0
1596,"2,4",94,798,"0,66","4,5",0
1597,"2,3",94,806,"0,46","4,5",0
1598,"2,37",94,"794,25","0,495",3,0
1599,"2,41",94,"798,5","0,61",6,0
1600,"2,37",94,"810,75","0,71",4,0
1601,"2,37",94,"798,5","0,59","3,5",0
1602,"2,38",94,813,"0,165","4,5",0
1603,"2,41",94,"800,5","0,15","4,5",0
1604,"2,3",94,818,"0,725","2,5",0
1605,"2,41",94,803,"0,135",5,0
1606,"2,35",94,799,"0,725","2,5",0
1607,"2,4",94,"805,5","0,27","4,5",0
1608,"2,37",94,801,"0,715",4,0
1609,"2,41",94,"791,25","0,565","5,5",0
1610,"2,37",94,818,"0,715","4,5",0
1611,"2,35",94,"812,5","0,19","4,5",0
1612,"2,35",94,"815,75","0,655","4,5",0
1613,"2,38",94,"802,25","0,145",3,0
1614,"2,35",94,"794,5","0,695","4,5",0
1615,"2,38",94,806,"0,155",4,0
1616,"2,35",94,"811,25","0,715","4,5",0
1617,"2,38",94,"799,25","0,22","4,5",0
1618,"2,35",94,"807,5","0,71","4,5",0
1619,"2,33",94,806,"0,62","4,5",0
1620,"2,4",94,794,"0,16",5,0
1621,"2,37",94,"815,25","0,695","5,5",0
1622,"2,37",94,793,"0,295","4,5",0
1623,"2,38",94,806,"0,225","4,5",0
1624,"2,41",94,"803,5","0,155","4,5",0
1625,"2,37",94,"810,25","0,695","4,5",0
1626,"2,38",94,800,"0,48","4,5",0
1627,"2,96",95,811,"0,155",5,0
1628,"2,53",94,"843,75","0,73",4,0
1629,"2,53",95,"803,5","0,095","4,5",0
1630,"2,52",95,"815,75","0,105",4,0
1631,"2,53",95,814,"0,135","4,5",0
1632,"2,49",95,"806,5","0,66","3,5",0
1633,"2,56",95,"782,25","0,14","4,5",0
1634,"2,5",95,"819,75","0,65","4,5",0
1635,"2,47",95,"800,25","0,22",4,0
1636,"2,5",95,803,"0,63","4,5",0
1637,"2,55",95,"801,25","0,61","5,5",0
1638,"2,49",95,790,"0,57",4,0
1639,"2,52",95,801,"0,125",4,0
1640,"2,5",95,799,"0,155","3,5",0
1641,"2,56",95,"808,25","0,66","5,5",0
1642,"2,53",95,791,"0,585","4,5",0
1643,"2,56",95,"784,25","0,125","4,5",0
1644,"2,55",95,"808,75","0,155","4,5",0
1645,"2,5",95,"823,5","0,66","3,5",0
1646,"2,55",94,811,"0,4",4,0
1647,"2,52",94,807,"0,675","4,5",0
1648,"2,52",94,"819,75","0,34","4,5",0
1649,"2,52",94,"820,75","0,64","4,5",0
1650,"2,56",94,"798,5","0,21","4,5",0
1651,"2,53",94,"805,25","0,65","4,5",0
1652,"2,52",94,"811,75","0,62","4,5",0
1653,"2,52",93,"801,5","0,63","3,5",0
1654,"2,52",93,"786,5","0,615",5,0
1655,"2,53",93,"806,25","0,57","4,5",0
1656,"2,56",93,"783,5","0,165","5,5",0
1657,"2,53",93,"801,5","0,695",4,0
1658,"2,53",92,"802,25","0,125","4,5",0
1659,"2,58",92,"806,5","0,7",5,0
1660,"2,56",92,796,"0,6",4,0
1661,"2,53",92,"813,75","0,165",4,0
1662,"2,53",91,"796,5","0,64","4,5",0
1663,"2,56",91,793,"0,505","4,5",0
1664,"2,55",91,812,"0,555","4,5",0
1665,"2,44",91,798,"0,635",0,0
1666,"2,38",91,807,"0,7","4,5",0
1667,"2,4",90,796,"0,69","4,5",0
1668,"2,33",90,804,"0,71","4,5",0
1669,"2,4",90,"800,5","0,13","4,5",0
1670,"2,38",90,"805,25","0,72","4,5",0
1671,"2,38",90,"783,75","0,7","4,5",0
1672,"2,41",90,809,"0,56","4,5",0
1673,"2,43",89,798,"0,19","4,5",0
1674,"2,38",89,"810,75","0,65",3,0
1675,"2,38",89,"801,5","0,28","4,5",0
1676,"2,4",89,"788,75","0,68","5,5",0
1677,"2,38",89,"799,5","0,67",3,0
1678,"2,43",88,"817,5","0,24","4,5",0
1679,"2,38",88,"805,25","0,725","4,5",0
1680,"2,41",88,789,"0,305","4,5",0
1681,"2,4",88,"798,25","0,695","4,5",0
1682,"2,4",88,"790,25","0,235",5,0
1683,"2,38",88,"804,5","0,695","4,5",0
1684,"2,4",88,812,"0,5","4,5",0
1685,"2,43",88,787,"0,155","5,5",0
1686,"2,37",88,"800,25","0,7",4,0
1687,"2,4",88,"808,75","0,14",4,0
1688,"2,4",88,806,"0,665","6,5",0
1689,"2,38",88,806,"0,72","4,5",0
1690,"2,47",88,"782,25","0,37",5,0
1691,"2,4",88,791,"0,74","4,5",0
1692,"2,41",88,"808,75","0,485","4,5",0
1693,"2,37",88,"811,75","0,71","4,5",0
1694,"2,43",88,"781,25","0,35","4,5",0
1695,"2,43",88,"814,75","0,61","4,5",0
1696,"2,37",88,820,"0,685","3,5",0
1697,"2,43",88,"791,25","0,15",5,0
1698,"2,38",88,821,"0,675","4,5",0
1699,"2,4",88,"808,25","0,145","4,5",0
1700,"2,4",88,"802,5","0,71","4,5",0
1701,"2,4",88,809,"0,505","4,5",0
1702,"2,4",88,805,"0,25","4,5",0
1703,"2,38",88,"798,25","0,675",3,0
1704,"2,41",88,"803,5","0,145",4,0
1705,"2,4",88,"798,5","0,68","4,5",0
1706,"2,38",88,"805,5","0,44","4,5",0
1707,"2,41",88,807,"0,51",5,0
1708,"2,38",88,806,"0,72","4,5",0
1709,"2,4",88,"799,25","0,13","4,5",0
1710,"2,38",88,"793,5","0,67","3,5",0
1711,"2,41",88,"799,25","0,175","4,5",0
1712,"2,38",88,"799,25","0,725","4,5",0
1713,"2,41",88,809,"0,135",4,0
1714,"2,38",88,"799,25","0,665",4,0
1715,"2,4",88,"808,25","0,16",4,0
1716,"2,37",88,"795,5","0,555","3,5",0
1717,"2,41",89,807,"0,525",4,0
1718,"2,37",88,"813,5","0,37","4,5",0
1719,"2,41",89,808,"0,455","4,5",0
1720,"2,38",89,820,"0,615","4,5",0
1721,"2,38",89,"806,5","0,65","3,5",0
1722,"2,41",89,804,"0,145","4,5",0
1723,"2,4",89,"783,75","0,48","4,5",0
1724,"2,44",89,"785,5","0,415",6,0
1725,"2,38",89,"798,25","0,69","4,5",0
1726,"2,41",89,"808,75","0,145","3,5",0
1727,"2,38",89,812,"0,67","4,5",0
1728,"2,4",89,808,"0,515","4,5",0
1729,"2,43",89,798,"0,61",5,0
1730,"2,41",89,"792,25","0,705","4,5",0
1731,"2,44",89,"806,25","0,315","4,5",0
1732,"2,4",89,"807,25","0,135","3,5",0
1733,"2,38",89,810,"0,7","4,5",0
1734,"2,41",89,"808,75","0,16","4,5",0
1735,"2,38",89,"814,75","0,675","4,5",0
1736,"2,41",89,"806,5","0,135","4,5",0
1737,"2,4",89,"811,75","0,68","4,5",0
1738,"2,4",90,"806,25","0,16","4,5",0
1739,"2,4",90,"795,25","0,665",5,0
1740,"2,38",90,821,"0,665","4,5",0
1741,"2,37",90,"809,25","0,16","4,5",0
1742,"2,41",90,806,"0,59","4,5",0
1743,"2,4",90,803,"0,505","4,5",0
1744,"2,43",90,"808,75","0,56","4,5",0
1745,"2,4",90,"804,25","0,71",4,0
1746,"2,43",90,"803,25","0,335","4,5",0
1747,"2,38",90,811,"0,675","4,5",0
1748,"2,43",90,"791,25","0,14","4,5",0
1749,"2,38",90,819,"0,68","4,5",0
1750,"2,41",90,"812,5","0,175","3,5",0
1751,"2,4",90,809,"0,685","6,5",0
1752,"2,4",90,802,"0,68","4,5",0
1753,"2,4",90,"793,25","0,47","4,5",0
1754,"2,38",90,806,"0,64","3,5",0
1755,"2,43",90,789,"0,57","4,5",0
1756,"2,38",90,"812,75","0,685","4,5",0
1757,"2,41",90,"805,25","0,2","4,5",0
1758,"2,38",90,"813,75","0,705","4,5",0
1759,"2,41",90,791,"0,64","4,5",0
1760,"2,38",90,795,"0,665",4,0
1761,"2,41",90,"810,25","0,215",5,0
1762,"2,4",90,"810,75","0,665","4,5",0
1763,"2,4",90,"815,25","0,125","4,5",0
1764,"2,38",90,820,"0,54","4,5",0
1765,"2,37",91,820,"0,29",4,0
1766,"2,41",90,"806,25","0,555","4,5",0
1767,"2,37",91,800,"0,67",3,0
1768,"2,38",91,"806,25","0,62","3,5",0
1769,"2,4",91,"807,25","0,155","4,5",0
1770,"2,4",91,813,"0,695","4,5",0
1771,"2,37",91,"811,25","0,61",4,0
1772,"2,38",91,"810,75","0,58","4,5",0
1773,"2,38",91,812,"0,675","4,5",0
1774,"2,4",91,"820,5","0,645","4,5",0
1775,"2,35",91,"815,5","0,695",4,0
1776,"2,4",91,"800,5","0,125","3,5",0
1777,"2,38",91,"811,75","0,68","4,5",0
1778,"2,33",91,"793,5","0,645","4,5",0
1779,"2,43",91,"787,5","0,13","4,5",0
1780,"2,37",91,807,"0,74",4,0
1781,"2,4",91,"794,25","0,6","4,5",0
